year,inflation,Trade_to_GDP,population,iso3c
1987,19.88080808,54.1930368554999,12594145,CHL
1988,14.68435948,58.4545403670238,12809025,CHL
1989,17.02794124,62.9729237749529,13025797,CHL
1990,26.0364778,61.7456905174773,13242132,CHL
1991,21.78441991,58.0942936770031,13457244,CHL
1992,15.42580328,56.2540505535177,13671033,CHL
1993,12.72776141,53.6090643961983,13882668,CHL
1994,11.44312436,53.2150287147477,14091389,CHL
1995,8.232633546,54.9671532770564,14296613,CHL
1996,7.359114663,54.7679748031103,14497826,CHL
1997,6.133866515,54.9466136045867,14694835,CHL
1998,5.110244133,54.3211636799534,14887756,CHL
1999,3.336882862,55.3472671124937,15076952,CHL
2000,3.843273473,59.3158221071443,15262754,CHL
2001,3.569101134,63.1431262130829,15444969,CHL
2002,2.489398331,63.393725493721,15623635,CHL
2003,2.810177259,66.3162866211741,15799542,CHL
2004,1.054739332,69.733663353112,15973778,CHL
2005,3.052573943,71.6167608730547,16147064,CHL
2006,3.392018991,73.0986510802446,16319792,CHL
2007,4.407797905,76.4074154996552,16491687,CHL
2008,8.716268548,80.7897734291478,16661942,CHL
2009,0.071761556,66.3372029179199,16829442,CHL
2010,1.409964751,69.0637159959816,16993354,CHL
2011,3.340318008,72.2056659465459,17153357,CHL
2012,3.006520356,68.2718463999307,17309746,CHL
2013,1.791710733,64.973476605547,17462982,CHL
2014,4.395,65.2619539075932,17613798,CHL
2015,4.348867283,58.9528438182819,17762681,CHL
2016,3.786661771,55.5127031940354,17909754,CHL
2017,,55.6950807258162,18054726,CHL
1960,,,5176268,CMR
1961,,,5285231,CMR
1962,,,5399922,CMR
1963,,,5520332,CMR
1964,,,5646316,CMR
1965,,48.0200388004601,5777834,CMR
1966,,44.5719713285582,5915123,CMR
1967,,43.2045170269895,6058539,CMR
1968,,46.7567556880935,6208282,CMR
1969,-1.101591187,46.2425649164644,6364569,CMR
1970,5.858085809,50.8799526410542,6527635,CMR
1971,4.014029618,50.1761305204384,6697745,CMR
1972,8.092918696,46.4776194884408,6875228,CMR
1973,10.3847487,44.6908940961693,7060603,CMR
1974,17.23293349,48.2380132418624,7254468,CMR
1975,13.55332941,48.2279939031791,7457362,CMR
1976,9.930650564,50.0072160573699,7669445,CMR
1977,14.69830916,52.865708956373,7890969,CMR
1978,12.46305234,51.7772264377123,8122529,CMR
1979,6.580610819,49.32094171691,8364835,CMR
1980,9.551754276,55.0161390869062,8618354,CMR
1981,10.7275,50.2811784137007,8883016,CMR
1982,13.25701986,62.125393518961,9158566,CMR
1983,16.63122641,59.701190873731,9445003,CMR
1984,11.37332209,64.4720202512472,9742263,CMR
1985,8.508374344,65.0245883756553,10050023,CMR
1986,7.770024987,46.0058070249231,10368300,CMR
1987,13.14049984,37.3202952689502,10696274,CMR
1988,1.682332608,31.9946088568334,11031817,CMR
1989,-1.665525896,38.4764837848263,11372160,CMR
1990,1.099381284,37.496445441126,11715218,CMR
1991,0.060051331,34.6387793556715,12060729,CMR
1992,-0.016055046,38.8625921730277,12408931,CMR
1993,-3.206554569,26.4527129672592,12758881,CMR
1994,35.09446185,40.0370182076818,13109660,CMR
1995,9.069690719,38.250125031365,13460994,CMR
1996,3.924063727,46.4377595525769,13812472,CMR
1997,4.786238819,49.8427043213785,14165423,CMR
1998,3.170751854,45.0164177945213,14523570,CMR
1999,1.871745007,40.3668534421496,14891891,CMR
2000,1.22719013,50.8528689657817,15274234,CMR
2001,4.419772459,54.1251163572898,15671927,CMR
2002,2.834422601,51.8428176260065,16084886,CMR
2003,0.623163557,46.6414843441063,16513822,CMR
2004,0.23364738,46.9350778401445,16959081,CMR
2005,2.013539502,50.9685648032125,17420795,CMR
2006,5.11757816,51.947128198212,17899562,CMR
2007,0.921402246,58.4931759506943,18395389,CMR
2008,5.337806276,61.9795982561109,18907008,CMR
2009,3.043618479,47.7725181981599,19432541,CMR
2010,1.275380462,49.1238553054146,19970495,CMR
2011,2.939699463,56.9362989131295,20520447,CMR
2012,2.942510001,56.3871141595805,21082383,CMR
2013,1.945145275,55.6054771582752,21655715,CMR
2014,1.947948268,55.0647944776196,22239904,CMR
2015,2.685982772,49.8692069982459,22834522,CMR
2016,0.8657672,41.9967286050772,23439189,CMR
2017,,36.9361194755839,24053727,CMR
1960,,8.73409972110741,667070000,CHN
1961,,7.36022072547269,660330000,CHN
1962,,6.96093615556703,665770000,CHN
1963,,6.86533685812705,682335000,CHN
1964,,6.63310429280904,698355000,CHN
1965,,6.82814302191465,715185000,CHN
1966,,6.72949647905967,735400000,CHN
1967,,6.25348344666146,754550000,CHN
1968,,6.22097356802936,774510000,CHN
1969,,5.45306288859444,796025000,CHN
1970,,4.95240601833575,818315000,CHN
1971,,4.92083519882779,841105000,CHN
1972,,5.75536749725748,862030000,CHN
1973,,8.00014512734925,881940000,CHN
1974,,10.3334865791986,900350000,CHN
1975,,9.55420299391347,916395000,CHN
1976,,8.83691360503246,930685000,CHN
1977,,8.38461538461539,943455000,CHN
1978,,9.65014154062668,956165000,CHN
1979,,11.0865781306023,969005000,CHN
1980,,12.4248485276547,981235000,CHN
1981,,14.8971819799761,993885000,CHN
1982,,19.6929683051809,1008630000,CHN
1983,,17.9211027113208,1023310000,CHN
1984,,19.0326117398578,1036825000,CHN
1985,,20.7128550124155,1051040000,CHN
1986,,19.8814799533638,1066790000,CHN
1987,7.233835531,24.857665077842,1084035000,CHN
1988,18.81181794,30.0647705925082,1101630000,CHN
1989,18.24563836,25.1056952042254,1118650000,CHN
1990,3.052290121,24.2731321081918,1135185000,CHN
1991,3.556685652,25.9497241063344,1150780000,CHN
1992,6.35398134,30.1457164555283,1164970000,CHN
1993,14.61007864,36.0560778682802,1178440000,CHN
1994,24.25734106,35.7698149885745,1191835000,CHN
1995,16.78945197,34.2740960269445,1204855000,CHN
1996,8.312847152,33.8147454665978,1217550000,CHN
1997,2.787113448,34.533017359241,1230075000,CHN
1998,-0.849543449,32.4246962702613,1241935000,CHN
1999,-1.358514164,33.5245667311661,1252735000,CHN
2000,0.256518286,39.4105387873795,1262645000,CHN
2001,0.719808092,38.5273592759292,1271850000,CHN
2002,-0.766719454,42.7474036337363,1280400000,CHN
2003,1.164517601,51.8039879999754,1288400000,CHN
2004,3.888815681,59.505524224399,1296075000,CHN
2005,1.813995156,62.2078928661667,1303720000,CHN
2006,1.46607832,64.4788839037683,1311020000,CHN
2007,4.767210585,62.1046170642477,1317885000,CHN
2008,5.843024243,57.4528722024775,1324655000,CHN
2009,-0.700630985,44.6054276875928,1331260000,CHN
2010,3.325774987,48.8892993735797,1337705000,CHN
2011,5.410918114,50.5998313834225,1344130000,CHN
2012,2.643051771,48.107858832025,1350695000,CHN
2013,2.62808601,46.5652347738386,1357380000,CHN
2014,2.000344887,44.8765602750999,1364270000,CHN
2015,1.437024514,39.45306552453,1371220000,CHN
2016,2,37.03381667784,1378665000,CHN
2017,,37.8033995957306,1386395000,CHN
1960,5.814076282,30.3781969589311,16480383,COL
1961,8.283190456,26.7477104494252,16982315,COL
1962,4.697093951,24.3865495865461,17500171,COL
1963,26.35543553,24.3197986710001,18033550,COL
1964,17.07243522,24.5318970470001,18581974,COL
1965,7.590683669,21.8232298643367,19144223,COL
1966,16.72816827,27.1885269173766,19721462,COL
1967,8.328191364,23.4365277007127,20311371,COL
1968,7.447538783,27.2750843430473,20905059,COL
1969,6.98166308,27.5993687411505,21490945,COL
1970,6.908622758,30.1277416244878,22061215,COL
1971,11.50999736,29.508742927524,22611986,COL
1972,13.63991889,29.0062972670794,23146803,COL
1973,21.21994765,29.6101332455996,23674504,COL
1974,24.58221203,30.088341077721,24208021,COL
1975,23.16657356,29.8685786259467,24756973,COL
1976,20.11742485,30.9993039998497,25323406,COL
1977,33.71350177,30.1663765154763,25905127,COL
1978,17.39099403,30.3467785905681,26502166,COL
1979,24.48693356,28.6839770460887,27113512,COL
1980,26.53353013,31.7896558738039,27737900,COL
1981,27.50423689,27.2850199039426,28375991,COL
1982,24.56145897,26.1082178418435,29027162,COL
1983,19.73080813,23.6728084070885,29687094,COL
1984,16.15534903,24.347972314359,30350086,COL
1985,24.04569944,26.3397263648781,31011688,COL
1986,18.8723248,30.8306359086594,31669776,COL
1987,23.30062586,29.8716922653622,32324325,COL
1988,28.10876616,30.1499884855517,32975535,COL
1989,25.86625689,31.8178744847362,33624444,COL
1990,29.14547055,35.3863793821295,34271565,COL
1991,30.3738164,35.2514909353914,34916766,COL
1992,27.02259553,33.4655660645669,35558682,COL
1993,22.43841317,35.1882578110439,36195168,COL
1994,22.84786022,35.917537450138,36823537,COL
1995,20.89346612,35.4972303177666,37441977,COL
1996,20.79800807,36.0441071863282,38049038,COL
1997,18.4681276,35.5970680886793,38645411,COL
1998,18.67620156,35.9089230535138,39234062,COL
1999,10.87474413,36.1492793141794,39819279,COL
2000,9.221133432,32.6670854693067,40403958,COL
2001,7.968468049,33.9011117949445,40988909,COL
2002,6.350125349,32.9826392144234,41572491,COL
2003,7.131186269,36.51618351723,42152151,COL
2004,5.904678173,35.8634269337995,42724163,COL
2005,5.048116153,35.6342384082597,43285634,COL
2006,4.296333435,38.1739420366868,43835722,COL
2007,5.543753935,36.3298938460396,44374572,COL
2008,6.996990766,38.0520613972051,44901544,COL
2009,4.202933108,34.2800016645299,45416181,COL
2010,2.278220158,33.7008463565561,45918097,COL
2011,3.411616121,38.6688691937654,46406646,COL
2012,3.176934374,38.2960977959774,46881475,COL
2013,2.022774948,37.6979776128541,47342981,COL
2014,2.877810251,37.3197809963477,47791911,COL
2015,5.005030657,38.6214644594351,48228697,COL
2016,7.517452808,36.4659026082728,48653419,COL
2017,,34.8582230623819,49065615,COL
1960,0.790205818,47.593064317912,1333040,CRI
1961,2.43079391,47.1784852951423,1381917,CRI
1962,2.677859687,49.9340770810171,1432585,CRI
1963,2.931618471,50.3113565229591,1484510,CRI
1964,3.32403316,54.0158301628701,1537041,CRI
1965,-0.665000001,56.953030064756,1589621,CRI
1966,0.182882838,55.9765882835831,1642186,CRI
1967,1.208340311,57.0728747475588,1694710,CRI
1968,4.093891431,61.308445224188,1746869,CRI
1969,2.629340837,59.4769533096926,1798311,CRI
1970,4.652297493,63.2094432741036,1848866,CRI
1971,3.083048414,64.8928134325128,1898360,CRI
1972,4.601125693,67.7742885659339,1947048,CRI
1973,15.21403422,68.3421212671995,1995743,CRI
1974,30.07362928,81.8715617172875,2045580,CRI
1975,17.36920202,68.6097858241778,2097407,CRI
1976,3.485833333,63.8196700458512,2151497,CRI
1977,4.17448443,67.2036848090572,2207725,CRI
1978,6.014671439,64.2126393776995,2266154,CRI
1979,9.183509785,64.1161894244308,2326704,CRI
1980,18.12638988,63.2969047436325,2389310,CRI
1981,37.05720068,91.4445350968997,2454129,CRI
1982,90.1227133,87.2487691523227,2521168,CRI
1983,32.62056218,60.7794813768698,2589930,CRI
1984,11.95066091,58.0347982152325,2659781,CRI
1985,15.0517585,55.8405859692108,2730233,CRI
1986,11.83675076,53.9801452770918,2800986,CRI
1987,16.84665276,57.4116865565383,2872211,CRI
1988,20.82632322,60.9217738037644,2944557,CRI
1989,16.50995417,64.3606380709813,3018955,CRI
1990,19.04418009,66.5005876393161,3095995,CRI
1991,28.70932083,71.7114925066703,3175649,CRI
1992,21.78825425,76.4125425674683,3257466,CRI
1993,9.781446442,79.7314809911811,3341004,CRI
1994,13.5342451,78.4022637137132,3425690,CRI
1995,23.18923671,80.2255874059571,3510926,CRI
1996,17.52249457,84.492255890777,3596732,CRI
1997,13.23146987,88.0496646848735,3682725,CRI
1998,11.66609348,92.4898561943065,3767373,CRI
1999,10.04588377,87.9039401655918,3848723,CRI
2000,10.99252429,86.8960086718206,3925443,CRI
2001,11.22697551,81.1718889099798,3996798,CRI
2002,9.164815792,80.7746067336835,4063204,CRI
2003,9.44756481,83.6947762330193,4125971,CRI
2004,12.31503093,85.6321208796402,4187038,CRI
2005,13.79797528,89.6358590666509,4247841,CRI
2006,11.47053071,90.2628521315757,4308794,CRI
2007,9.357331387,86.9115336752236,4369469,CRI
2008,13.42335635,86.9344295868602,4429508,CRI
2009,7.843825841,70.1778204869585,4488263,CRI
2010,5.660230651,68.2185760468363,4545280,CRI
2011,4.883012481,69.4510688833182,4600474,CRI
2012,4.504067692,68.1445367713398,4654122,CRI
2013,5.224285869,65.618374542571,4706401,CRI
2014,4.515312677,67.0455482227914,4757575,CRI
2015,0.79668498,62.5183209261072,4807852,CRI
2016,-0.004186378,64.7550882121615,4857274,CRI
2017,,67.5728685668141,4905769,CRI
1960,,,7141135,CUB
1961,,,7289826,CUB
1962,,,7450402,CUB
1963,,,7618354,CUB
1964,,,7787146,CUB
1965,,,7951933,CUB
1966,,,8110430,CUB
1967,,,8263546,CUB
1968,,,8413327,CUB
1969,,,8563193,CUB
1970,,76.8065379599513,8715123,CUB
1971,,76.8086504461305,8869961,CUB
1972,,76.8094974939889,9025300,CUB
1973,,76.8018034420664,9176052,CUB
1974,,76.7856933983471,9315373,CUB
1975,,76.8270440559194,9438442,CUB
1976,,76.819218409113,9544271,CUB
1977,,76.8137274113008,9634680,CUB
1978,,76.7633305265542,9711392,CUB
1979,,76.7051470738209,9777290,CUB
1980,,77.0337920495621,9835177,CUB
1981,,76.7800936995569,9884213,CUB
1982,,76.7862750409187,9925623,CUB
1983,,76.5113479685344,9966733,CUB
1984,,76.4142284347136,10017059,CUB
1985,,78.6770155734963,10082989,CUB
1986,,75.5116004900005,10168087,CUB
1987,,76.8171810541975,10269567,CUB
1988,,75.1367128239783,10379548,CUB
1989,,75.9286318811764,10486509,CUB
1990,,71.1144932237197,10582081,CUB
1991,,50.9961165399692,10663585,CUB
1992,,35.1468673383887,10733363,CUB
1993,,28.9158301790178,10794135,CUB
1994,,27.775896647282,10850585,CUB
1995,,29.3084176228486,10906043,CUB
1996,,32.6250234837492,10961012,CUB
1997,,32.7546104658956,11013983,CUB
1998,,32.5046329239996,11064097,CUB
1999,,31.8689321994188,11110004,CUB
2000,,31.0759878817225,11150736,CUB
2001,,29.3623589122036,11186542,CUB
2002,,24.7293133475239,11217998,CUB
2003,,26.5871335777077,11244885,CUB
2004,,31.3114153338743,11266941,CUB
2005,,39.3620779578956,11284253,CUB
2006,,37.1874454901901,11296233,CUB
2007,,37.9676096642032,11303687,CUB
2008,,44.917220748508,11309754,CUB
2009,,32.9139819587629,11318602,CUB
2010,,40.2919413008332,11333051,CUB
2011,,46.9604290476881,11354651,CUB
2012,,45.8662036340766,11382146,CUB
2013,,44.3238969253902,11412167,CUB
2014,,39.2741528539069,11439767,CUB
2015,,31.5979745859194,11461432,CUB
2016,,,11475982,CUB
2017,,,11484636,CUB
1960,,,202310,CPV
1961,,,205956,CPV
1962,,,210867,CPV
1963,,,216908,CPV
1964,,,223846,CPV
1965,,,231428,CPV
1966,,,239770,CPV
1967,,,248747,CPV
1968,,,257509,CPV
1969,,,264909,CPV
1970,,,270198,CPV
1971,,,272992,CPV
1972,,,273651,CPV
1973,,,273005,CPV
1974,,,272292,CPV
1975,,,272423,CPV
1976,,,273652,CPV
1977,,,275767,CPV
1978,,,278739,CPV
1979,,,282415,CPV
1980,,84.0505820548006,286657,CPV
1981,,92.1643874465166,291602,CPV
1982,,102.115921882264,297285,CPV
1983,,102.436767008033,303368,CPV
1984,11.25,100.473454957525,309397,CPV
1985,5.393258427,101.821285052255,315069,CPV
1986,10.87420043,93.0525241231483,320183,CPV
1987,3.846153846,83.8326188925635,324893,CPV
1988,4.074074074,76.2016248517583,329671,CPV
1989,4.555160142,81.43779264177,335184,CPV
1990,10.65350579,85.9515840306445,341883,CPV
1991,9.550907413,80.9539693096621,349934,CPV
1992,3.116664327,83.9398899681127,359090,CPV
1993,5.788395904,60.3064320023898,369014,CPV
1994,3.45205833,71.5634420456064,379156,CPV
1995,8.35152498,77.5155513809747,389127,CPV
1996,5.963619618,75.4899678573909,398773,CPV
1997,8.556062581,85.979346154719,408175,CPV
1998,4.3942351,81.8814137506275,417323,CPV
1999,4.356433745,80.9690199640443,426285,CPV
2000,-2.477456685,87.5206083614917,435079,CPV
2001,3.349964723,92.1637224974152,443716,CPV
2002,1.884534101,101.089702293616,452106,CPV
2003,1.188170386,98.7683808076547,460147,CPV
2004,-1.890821723,101.567169989502,467664,CPV
2005,0.418891613,104.343839857053,474567,CPV
2006,5.369076871,117.816697232822,480795,CPV
2007,4.410997042,102.224241904925,486438,CPV
2008,6.782768103,99.984369520233,491723,CPV
2009,0.983222786,88.0372351878299,496963,CPV
2010,2.078664709,94.438345997315,502384,CPV
2011,4.473883422,99.849149968903,508067,CPV
2012,2.543293964,100.277141835777,513979,CPV
2013,1.512153759,95.3390887796444,520106,CPV
2014,-0.243630795,101.046439704466,526437,CPV
2015,0.132579722,104.06608899284,532913,CPV
2016,-1.407665505,97.9613771829406,539560,CPV
2017,,103.070071179253,546388,CPV
1960,,,124826,CUW
1961,,,126125,CUW
1962,,,128414,CUW
1963,,,130860,CUW
1964,,,133148,CUW
1965,,,135266,CUW
1966,,,136682,CUW
1967,,,138140,CUW
1968,,,140298,CUW
1969,,,142581,CUW
1970,,,144739,CUW
1971,,,147389,CUW
1972,,,147710,CUW
1973,,,146912,CUW
1974,,,148351,CUW
1975,,,149129,CUW
1976,,,149399,CUW
1977,,,149459,CUW
1978,,,148341,CUW
1979,,,147851,CUW
1980,,,148041,CUW
1981,,,148629,CUW
1982,,,150101,CUW
1983,,,151159,CUW
1984,,,151940,CUW
1985,,,152711,CUW
1986,,,152662,CUW
1987,,,151456,CUW
1988,,,149254,CUW
1989,,,146937,CUW
1990,,,145400,CUW
1991,,,144403,CUW
1992,,,143912,CUW
1993,,,144299,CUW
1994,,,144630,CUW
1995,,,145139,CUW
1996,,,146306,CUW
1997,,,146956,CUW
1998,,,144472,CUW
1999,,,139428,CUW
2000,,,133860,CUW
2001,,,129047,CUW
2002,,,129205,CUW
2003,,,131897,CUW
2004,,,134192,CUW
2005,,,137658,CUW
2006,,,141239,CUW
2007,,,144056,CUW
2008,,,145880,CUW
2009,,,146833,CUW
2010,,,148703,CUW
2011,,,150831,CUW
2012,,,152088,CUW
2013,,,153822,CUW
2014,,,155909,CUW
2015,,,157980,CUW
2016,,,159663,CUW
2017,,,161014,CUW
1960,0.827300931,,572930,CYP
1961,-0.615384615,,576395,CYP
1962,0.103199174,,577691,CYP
1963,1.958762887,,577913,CYP
1964,-0.303336705,,578627,CYP
1965,0.202839757,,580966,CYP
1966,0.506072874,,585308,CYP
1967,0.704934543,,591308,CYP
1968,3.766666666,,598493,CYP
1969,2.38515901,,606113,CYP
1970,2.40018825,,613621,CYP
1971,4.144006128,,620859,CYP
1972,4.832303619,,628002,CYP
1973,7.808882341,,635111,CYP
1974,16.17666667,,642339,CYP
1975,4.63948584,92.1789863419375,649755,CYP
1976,3.854389722,112.368983807243,657534,CYP
1977,7.326460481,115.575508573482,665528,CYP
1978,7.436283299,105.251727916103,673251,CYP
1979,9.463708295,108.447116991234,680011,CYP
1980,13.51756058,108.325662982717,685406,CYP
1981,10.74469361,113.573064942897,689173,CYP
1982,6.432797267,115.162457079526,691702,CYP
1983,5.049714241,114.383740267896,694077,CYP
1984,5.99195111,121.758629672952,697717,CYP
1985,5.034453664,107.569824976944,703687,CYP
1986,1.21836926,93.4599276130589,712341,CYP
1987,2.791666667,97.5564563233101,723380,CYP
1988,3.429266315,101.583242519928,736479,CYP
1989,3.765480483,111.334126422912,751044,CYP
1990,4.502054629,108.608208716902,766614,CYP
1991,5.035274388,104.179904915897,783129,CYP
1992,6.510219531,110.097007340814,800609,CYP
1993,4.854166667,95.4163753507475,818751,CYP
1994,4.698589311,95.7761516051877,837110,CYP
1995,2.61581788,134.388699464199,855384,CYP
1996,2.978924865,140.850443599493,873423,CYP
1997,3.605344444,139.76492120463,891192,CYP
1998,2.227707327,134.911772739689,908704,CYP
1999,1.63,131.210618317818,926050,CYP
2000,4.141657647,137.495487991115,943286,CYP
2001,1.977056383,131.850658025149,960282,CYP
2002,2.801155052,123.641479764959,976966,CYP
2003,4.139065387,114.006246406762,993563,CYP
2004,2.286217068,113.907403554337,1010410,CYP
2005,2.558451986,111.919516995585,1027658,CYP
2006,2.495874931,109.807671023992,1045509,CYP
2007,2.372492743,111.275083849696,1063712,CYP
2008,4.669171081,112.946964116595,1081563,CYP
2009,0.374079976,102.802366990655,1098076,CYP
2010,2.381258363,107.690872820539,1112607,CYP
2011,3.289449396,108.788156767742,1124835,CYP
2012,2.389768958,108.368522860793,1135062,CYP
2013,-0.400053061,115.473663901216,1143896,CYP
2014,-1.354988854,122.064762380793,1152309,CYP
2015,-2.096997691,128.24540638034,1160985,CYP
2016,-1.429166667,130.196881294905,1170125,CYP
2017,,131.608010908826,1179551,CYP
1960,,,9602006,CZE
1961,,,9586651,CZE
1962,,,9624660,CZE
1963,,,9670685,CZE
1964,,,9727804,CZE
1965,,,9779358,CZE
1966,,,9821040,CZE
1967,,,9852899,CZE
1968,,,9876346,CZE
1969,,,9896580,CZE
1970,,,9858071,CZE
1971,,,9826815,CZE
